"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2011/03/01","7,675,135","460,905,853","58.90","61.00","58.80","60.80","+2.70","3,442",
"2011/03/02","7,294,495","428,098,110","60.00","60.00","58.00","58.00","-2.80","3,166",
"2011/03/03","8,818,906","524,300,260","59.30","60.20","58.50","60.10","+2.10","3,558",
"2011/03/04","7,054,955","434,166,238","60.80","62.70","60.50","61.00","+0.90","3,194",
"2011/03/07","1,840,954","111,440,406","60.60","61.00","60.10","60.30","-0.70","1,004",
"2011/03/08","3,588,343","214,940,436","59.80","60.30","59.50","60.00","-0.30","1,777",
"2011/03/09","4,715,852","277,400,013","60.00","60.00","58.30","58.60","-1.40","2,046",
"2011/03/10","6,646,912","380,513,484","58.00","58.00","56.90","57.00","-1.60","2,483",
"2011/03/11","12,847,882","710,588,751","56.00","56.30","54.70","54.70","-2.30","4,681",
"2011/03/14","6,739,771","359,363,314","53.10","54.10","52.70","53.60","-1.10","2,892",
"2011/03/15","11,629,913","599,450,769","52.80","54.00","49.90","51.90","-1.70","4,092",
"2011/03/16","7,201,164","381,686,051","53.50","53.50","52.20","52.70","+0.80","2,905",
"2011/03/17","6,232,935","322,165,768","50.50","52.90","50.50","52.70"," 0.00","2,590",
"2011/03/18","6,076,568","321,562,406","52.50","53.70","52.10","53.20","+0.50","2,359",
"2011/03/21","3,205,747","171,822,227","53.50","54.20","52.90","53.60","+0.40","1,565",
"2011/03/22","3,525,317","187,062,255","53.80","53.90","52.80","52.90","-0.70","1,733",
"2011/03/23","4,376,826","231,021,378","53.60","53.60","52.20","53.00","+0.10","2,154",
"2011/03/24","7,687,606","406,361,418","53.20","53.80","52.50","52.60","-0.40","3,169",
"2011/03/25","8,970,887","485,829,166","53.10","55.20","53.00","54.30","+1.70","3,763",
"2011/03/28","7,142,772","379,919,144","54.30","54.30","52.30","53.70","-0.60","2,968",
"2011/03/29","5,581,551","300,819,056","52.80","54.70","52.70","54.30","+0.60","2,537",
"2011/03/30","11,707,099","659,965,769","54.30","57.60","54.30","56.40","+2.10","5,103",
"2011/03/31","10,771,397","595,376,778","56.40","56.40","54.90","55.50","-0.90","2,925",
